Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,ABM Parking 13 East 54th Street LLC - Tesla Destination,13-17 E 54th St,,New York,NY,10022,,877-798-3752,E,,Public,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760648,-73.974193,07/01/2024,115010,2025-02-12 00:16:32,P,,,02/10/2017,TESLA
ELEC,QT STATION 1,62-10 Northern Blvd,visitor parking,Woodside,NY,11377,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.753602,-73.899789,04/04/2026,224507,2026-04-04 02:56:22,,,,07/28/2022,J1772
ELEC,Parkit 200 West End Ave - Tesla Destination,200 West End Ave,,New York,NY,10023,,877-798-3752,E,,Public,,,,5.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.778221,-73.985072,07/01/2024,169014,2025-02-12 00:16:32,P,,,07/08/2015,J1772 TESLA
ELEC,73 Starr LLC - Parking Lot,73 Starr St,,Brooklyn,NY,11237,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,4.0,,,EVOKE,https://evokesystems.com,GPS,40.7019,-73.9266,09/12/2025,357093,2026-03-31 19:51:34,P,,,04/19/2022,J1772
ELEC,170 FREEMAN 11,170 Freeman Street,,Brooklyn,NY,11222,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.734354,-73.954664,04/04/2026,434738,2026-04-04 04:09:19,,,,10/24/2025,J1772
ELEC,iPark NYC 250 West Parking - Tesla Destination,250 W 19th St,,New York,NY,10011,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.742407,-73.999351,07/01/2024,115068,2025-02-12 00:16:32,P,,,05/21/2015,J1772 TESLA
ELEC,364 St Marks Ave - Parking Lot,316 Saint Marks Ave,,Brooklyn,NY,11238,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,4.0,,,EVOKE,https://evokesystems.com,GPS,40.677317,-73.963266,09/12/2025,356994,2026-03-31 19:51:34,P,,,02/19/2023,J1772
ELEC,Icon Parking 70 Gold Street - Tesla Destination,80 Gold St,,New York,NY,10038,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710019,-74.004385,07/01/2024,115186,2025-02-12 00:16:32,P,,,02/28/2018,J1772 TESLA
ELEC,203 E 71st St.,203 E 71st St.,,New York,NY,10021,,833-611-5965,E,,Public,24 hours daily,,,4.0,,,VIALYNK,https://www.lynkwell.com,GPS,40.76894,-73.96047,04/04/2026,223298,2026-04-04 06:08:54,,,,05/17/2022,J1772
ELEC,PANYNJ LGA WEST 5,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.772972,-73.875608,04/04/2026,180140,2026-04-04 01:39:10,,,,01/27/2021,J1772
ELEC,CENTERS HEALTHC EV-5,170 Buffalo Avenue,Lot 1,Brooklyn,NY,11213,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.673563,-73.926284,04/04/2026,328293,2026-04-04 03:31:36,,,,02/14/2024,J1772
ELEC,BELMONT PARK VI BPV SOUTH LOT,2601 Hempstead Turnpike,,Elmont,NY,11003,,888-758-4389,E,,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.704895,-73.72599,04/04/2026,386981,2026-04-04 03:56:28,,,,02/27/2025,J1772
ELEC,Astor Place,445 Lafayette St,,New York,NY,10003,,888-998-2546,E,,Public,24 hours daily,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,40.7297,-73.991565,04/04/2026,124144,2026-04-04 00:36:52,,,,06/21/2019,J1772
ELEC,SMJ WOODHAVEN SMJ WOODHAVE 21,85-01 68th Road,,queens,NY,11374,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.715211,-73.859613,04/04/2026,453516,2026-04-04 04:22:13,,,,03/12/2026,J1772
ELEC,Paragon Acura,56-02 Northern Blvd,,Woodside,NY,11377,,888-998-2546,E,,Public,24 hours daily,,,,2.0,,Blink Network,https://blinkcharging.com,GPS,40.752944,-73.904616,04/04/2026,332545,2026-04-04 00:26:41,,,,04/15/2024,J1772COMBO
ELEC,171 E 84th St.,171 E 84th St.,,New York,NY,10028,,833-611-5965,E,,Public,24 hours daily,,,4.0,,,VIALYNK,https://www.lynkwell.com,GPS,40.77798,-73.95555,04/04/2026,233094,2026-04-04 06:09:44,,,,08/02/2022,J1772
ELEC,Jeffrey Gardens Public Access,47-14 217th St,,Bayside,NY,11361,,781-312-8846,E,,Public - Credit card at all times,24 hours daily,CREDIT,,1.0,,,AMPED_UP,https://www.ampedup.net,200-8,40.75717,-73.76397,10/11/2024,310515,2025-06-11 18:13:41,J,,,06/05/2023,J1772
ELEC,CLAREMONT GRG STATION 1,100 Claremont Ave,Garage Level 1,New York,NY,10027,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.811834,-73.962234,04/04/2026,384145,2026-04-04 03:56:22,,,,02/13/2025,J1772
ELEC,The Andover - Garage,1675 York Ave,,New York,NY,10128,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,20.0,,,EVOKE,https://evokesystems.com,GPS,40.777778,-73.946111,09/12/2025,356942,2026-03-31 19:51:34,P,,,03/06/2023,J1772
ELEC,G & M REALTY 2 STATION 1,22-44 Jackson Ave,Parking Garage,LIC,NY,11101,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.745393,-73.946234,04/04/2026,224248,2026-04-04 02:57:38,,,,07/22/2022,J1772
ELEC,The Ocean - 1 West St Garage,1 West St,,New York,NY,10004,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,20.0,,,EVOKE,https://evokesystems.com,GPS,40.705242,-74.016123,09/12/2025,356876,2026-03-31 19:51:34,P,,,09/29/2023,J1772
ELEC,Popeyes,3401 Mickle Ave,,Bronx,NY,10469,,888-356-8911,E,,Public,24 hours daily,,,6.0,,,FLO,https://www.flo.com,GPS,40.876952,-73.845534,04/04/2026,250759,2026-04-04 05:28:43,,,,01/14/2023,J1772
ELEC,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,,New York,NY,10036,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.758586,-73.991341,07/01/2024,115109,2025-02-12 00:16:32,P,,,01/21/2016,J1772 TESLA
ELEC,ARCHER GREEN MI STATION 5,92-23 168th Pl,,Jamaica,NY,11433,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.70568,-73.791504,04/04/2026,225482,2026-04-04 02:34:34,,,,08/13/2022,J1772
ELEC,iPark NYC 2234 North 6th - Tesla Destination,34 North 6th St,,Brooklyn,NY,11249,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.71949,-73.963312,07/01/2024,114898,2025-02-12 00:16:32,P,,,09/18/2015,J1772 TESLA
ELEC,Standard Parking 20 W 13th Street - Tesla Destination,20 W 13th St,,New York,NY,10011,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.735706,-73.995058,07/01/2024,115037,2025-02-12 00:16:32,P,,,01/27/2017,J1772 TESLA
ELEC,Apple Parking 332 W 11th Street - Tesla Destination,332 W 11th St,,New York,NY,10014,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.735597,-74.007693,07/01/2024,115100,2025-02-12 00:16:32,P,,,03/10/2017,TESLA
ELEC,Champion Parking 60 E 8th - Tesla Destination,60-68 E 8th St,,New York,NY,10003,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.730487,-73.993569,07/01/2024,115172,2025-02-12 00:16:32,P,,,05/21/2015,J1772 TESLA
ELEC,W 75th Parking Garage - Tesla Supercharger,201 W 75th Street,,New York,NY,10023,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,4.0,,Tesla,https://www.tesla.com/supercharger,200-8,40.780976,-73.980414,07/01/2024,102335,2025-05-06 21:07:47,P,,,07/23/2018,TESLA
ELEC,L&L HOLDING CO. STATION 3,425 Park Ave,,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.760378,-73.971062,04/04/2026,333406,2026-04-04 01:41:40,,,,04/24/2024,J1772
ELEC,CLAREMONT GRG STATION 4,100 Claremont Avenue,Garage Level 2,New York,NY,10027,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.811638,-73.962233,04/04/2026,384789,2026-04-04 03:56:22,,,,02/22/2025,J1772
ELEC,532 W 122nd St,532 W 122nd St,,New York,NY,10027,,866-816-7584,E,,Public,24 hours daily,,,4.0,,,EV Connect,https://www.evconnect.com,GPS,40.811446,-73.960477,04/04/2026,168414,2026-04-04 05:05:44,,,,08/28/2020,J1772
ELEC,Revel - Bedford-Stuyvesant,467 Marcy Ave,,Brooklyn,NY,11206,,,E,,Public,24 hours daily,A D Debit M V,,,25.0,,REVEL,https://gorevel.com,200-8,40.69962,-73.94991,02/13/2026,358439,2026-02-13 16:34:38,P,,,10/08/2024,CHADEMO J1772COMBO TESLA
ELEC,PANYNJ LGA E GARAGE C1,East Garage E End Rd LaGuardia Airport,"LGA East garage, center section",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.769506,-73.864979,04/04/2026,162407,2026-04-04 01:18:23,,,,06/12/2020,J1772
ELEC,iPark NYC The Carnegie Garage - Tesla Destination,200 E 94th St,,New York,NY,10128,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.783536,-73.949507,07/01/2024,115043,2025-02-12 00:16:32,P,,,06/24/2015,J1772 TESLA
ELEC,iPark 200 E 70th Street - Tesla Destination,200 E 70th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.768283,-73.961149,07/01/2024,115042,2025-02-12 00:16:32,P,,,12/09/2016,J1772 TESLA
ELEC,MPG 923 5th Ave - Tesla Destination,923 5th Ave,,New York,NY,10021,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773004,-73.966152,07/01/2024,115196,2025-02-12 00:16:32,P,,,06/13/2017,J1772 TESLA
ELEC,67-25 Clyde St - Parking Garage,6725 Clyde St,,Queens,NY,11375,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,29.0,,,EVOKE,https://evokesystems.com,GPS,40.722253,-73.855654,09/12/2025,421062,2026-03-31 19:51:34,P,,,08/30/2024,J1772
ELEC,PANYNJ LGATCGARAGE 5-4,Taxi Access Rd LaGuardia Airport,Level 5,Queens,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.76947,-73.865591,04/04/2026,331866,2026-04-04 03:35:11,,,,04/06/2024,J1772
ELEC,The Somerset - Garage,1365 York Ave,,New York,NY,10021,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,20.0,,,EVOKE,https://evokesystems.com,GPS,40.767348,-73.953832,09/12/2025,356922,2026-03-31 19:51:34,P,,,11/20/2022,J1772
ELEC,420 Gates - Garage,420 Gates Ave,,Brooklyn,NY,11216,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,7.0,,,EVOKE,https://evokesystems.com,GPS,40.6863,-73.9495,09/12/2025,357031,2026-03-31 19:51:34,P,,,02/26/2022,J1772
ELEC,PANYNJ LGATCGARAGE 5-1,LaGuardia Airport LaGuardia Airport,Level 5,Queens,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.769469,-73.865366,04/04/2026,331864,2026-04-04 03:35:08,,,,04/06/2024,J1772
ELEC,KOEPPEL HYUNDAI CPE250 2,34-54 44th street,,Queens,NY,11101,,888-758-4389,E,,Public,24 hours daily,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,40.754044,-73.919245,04/04/2026,261699,2026-04-04 03:14:01,,,,06/01/2023,CHADEMO J1772COMBO
ELEC,10 Hudson Yards - Tesla Destination,10 Hudson Yards,,New York,NY,10001,,877-798-3752,E,,Public,,,,16.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.752656,-74.001074,07/01/2024,358813,2025-02-12 00:16:32,P,,,07/01/2024,J1772 TESLA
ELEC,115 Fort Washington Ave,115 Fort Washington Ave,,New York,NY,10032,,888-356-8911,E,,Public,24 hours daily,,,2.0,,,FLO,https://www.flo.com,GPS,40.839756,-73.943345,04/04/2026,200474,2026-04-04 05:27:21,,,,11/03/2021,J1772
ELEC,iPark Eleventh Avenue Garage Corp. - Tesla Destination,552 W 30th St,,New York,NY,10001,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.753049,-74.003333,07/01/2024,115161,2025-02-12 00:16:32,P,,,02/09/2017,J1772 TESLA
ELEC,iPark NYC 455 Central Park West - Tesla Destination,27 West 105th St,,New York,NY,10025,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.797771,-73.96142,07/01/2024,150521,2025-02-12 00:16:32,P,,,07/19/2016,J1772 TESLA
ELEC,C W TOYOTA SERVICE DEPT,3333 Boston Rd,,Williamsbridge,NY,10469,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.874265,-73.852887,04/04/2026,329611,2026-04-04 02:54:05,,,,03/01/2024,J1772
ELEC,SMJ WOODHAVEN SMJ WOODHAVEN 5,85-01 68th Road,,queens,NY,11374,,888-758-4389,E,,Public,24 hours daily,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.71524,-73.859443,04/04/2026,454052,2026-04-04 04:22:19,,,,03/13/2026,J1772
ELEC,NYU NYU # 2,2 Washington Square Village,,New York,NY,10012,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.728283,-73.997251,04/04/2026,200987,2026-04-04 02:40:58,,,,11/11/2021,J1772
ELEC,CORP COMM 3 STATION 4 CC3,Teleport Dr/Corp Commons Bldg,"Parking Garage, 3rd Floor",Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.60401,-74.179524,04/04/2026,252142,2026-04-04 02:21:59,,,,01/26/2023,J1772
ELEC,imPark 422 E 79th Street - Tesla Destination,422 E 79th St,,New York,NY,10075,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.771879,-73.951627,07/01/2024,115132,2025-02-12 00:16:32,P,,,06/07/2017,J1772 TESLA
ELEC,MPG Parking 98-41 Queens Blvd - Tesla Destination,98-59 65th Rd,,Rego Park,NY,11374,,877-798-3752,E,,Public,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.728618,-73.856054,07/01/2024,150577,2025-02-12 00:16:32,P,,,03/31/2019,TESLA
ELEC,540 WAVERLY 6,445 Grand Ave,,Brooklyn,NY,11238,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.682127,-73.961375,04/04/2026,389957,2026-04-04 03:29:26,,,,04/16/2025,J1772
ELEC,SKYVIEW APTS SKYVIEW ST1,5800 Arlington Ave,,Riverdale,NY,10471,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.90872,-73.905883,04/04/2026,171476,2026-04-04 02:27:08,,,,01/27/2021,J1772
ELEC,134 N 4th St,134 N 4th St,,Brooklyn,NY,11249,,888-356-8911,E,,Public,24 hours daily,,,4.0,,,FLO,https://www.flo.com,GPS,40.716441,-73.960043,04/04/2026,202931,2026-04-04 05:28:05,,,,12/22/2021,J1772
ELEC,391 Weirfield St,391 Weirfield St,,Brooklyn,NY,11237,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,6.0,,,Non-Networked,,200-8,40.69604,-73.90662,05/09/2024,333819,2025-02-12 00:16:32,P,,,06/12/2023,J1772
ELEC,PANYNJ JFK Y GARAGE 2,JFK Access Rd JFK International Airport,Level 1 by elevator,Queens,NY,11430,,888-758-4389,E,,Public,24 hours daily,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.64572,-73.779384,04/04/2026,147469,2026-04-04 01:59:15,,,,11/02/2019,J1772
ELEC,Icon Parking 11 5th Ave - Tesla Destination,11 5th Ave,,New York,NY,10003,,877-798-3752,E,,Public,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.732085,-73.995829,07/01/2024,114998,2025-02-12 00:16:32,P,,,01/21/2016,J1772 TESLA
ELEC,Port Washington John Daily Elementary School,36 Rockwood Ave,,Port Washington,NY,11050,,833-611-5965,E,,Public,24 hours daily,,,6.0,,,VIALYNK,https://www.lynkwell.com,GPS,40.84813,-73.69431,04/04/2026,445897,2026-04-04 06:12:10,,,,11/18/2025,J1772
